Time;Price (cent/kWh)
20/05/2024 22.59;2,763
20/05/2024 23.59;1,233
21/05/2024 0.59;1,1
21/05/2024 1.59;0,951
21/05/2024 2.59;0,786
21/05/2024 3.59;0,707
21/05/2024 4.59;0,937
21/05/2024 5.59;1,611
21/05/2024 6.59;4,052
21/05/2024 7.59;6,137
21/05/2024 8.59;6,78
21/05/2024 9.59;4,387
21/05/2024 10.59;3,756
21/05/2024 11.59;3,119
21/05/2024 12.59;2,562
21/05/2024 13.59;2,273
21/05/2024 14.59;1,865
21/05/2024 15.59;2,573
21/05/2024 16.59;3,099
21/05/2024 17.59;3,861
21/05/2024 18.59;4,195
21/05/2024 19.59;4,195
21/05/2024 20.59;3,806
21/05/2024 21.59;3,745
21/05/2024 22.59;1,729
21/05/2024 23.59;1,033
22/05/2024 0.59;0,424
22/05/2024 1.59;0,348
22/05/2024 2.59;0,326
22/05/2024 3.59;0,296
22/05/2024 4.59;0,362
22/05/2024 5.59;0,613
22/05/2024 6.59;2,972
22/05/2024 7.59;4,52
22/05/2024 8.59;4,723
22/05/2024 9.59;4,127
22/05/2024 10.59;2,868
22/05/2024 11.59;1,158
22/05/2024 12.59;0,61
22/05/2024 13.59;0,448
22/05/2024 14.59;0,382
22/05/2024 15.59;0,376
22/05/2024 16.59;0,532
22/05/2024 17.59;0,972
22/05/2024 18.59;1,256
22/05/2024 19.59;1,24
22/05/2024 20.59;0,618
22/05/2024 21.59;0,511
22/05/2024 22.59;0,31
22/05/2024 23.59;0,02
23/05/2024 0.59;0,186
23/05/2024 1.59;0,115
23/05/2024 2.59;0,031
23/05/2024 3.59;0
23/05/2024 4.59;0,017
23/05/2024 5.59;0,159
23/05/2024 6.59;0,383
23/05/2024 7.59;1,333
23/05/2024 8.59;2,78
23/05/2024 9.59;1,876
23/05/2024 10.59;0,866
23/05/2024 11.59;0,536
23/05/2024 12.59;0,371
23/05/2024 13.59;0,219
23/05/2024 14.59;0,149
23/05/2024 15.59;0,146
23/05/2024 16.59;0,16
23/05/2024 17.59;0,311
23/05/2024 18.59;0,512
23/05/2024 19.59;0,521
23/05/2024 20.59;0,357
23/05/2024 21.59;0,187
23/05/2024 22.59;0
23/05/2024 23.59;-0,085
24/05/2024 0.59;-0,246
24/05/2024 1.59;-0,249
24/05/2024 2.59;-0,224
24/05/2024 3.59;-0,197
24/05/2024 4.59;-0,061
24/05/2024 5.59;0,004
24/05/2024 6.59;0,604
24/05/2024 7.59;3
24/05/2024 8.59;8,06
24/05/2024 9.59;7,119
24/05/2024 10.59;3,819
24/05/2024 11.59;3,259
24/05/2024 12.59;2,894
24/05/2024 13.59;2,6
24/05/2024 14.59;2,032
24/05/2024 15.59;1,543
24/05/2024 16.59;2,032
24/05/2024 17.59;2,785
24/05/2024 18.59;3,093
24/05/2024 19.59;3,272
24/05/2024 20.59;2,939
24/05/2024 21.59;2,557
24/05/2024 22.59;1,703
24/05/2024 23.59;0,8
25/05/2024 0.59;0,758
25/05/2024 1.59;0,773
25/05/2024 2.59;0,754
25/05/2024 3.59;0,781
25/05/2024 4.59;0,812
25/05/2024 5.59;0,866
25/05/2024 6.59;1,269
25/05/2024 7.59;2,092
25/05/2024 8.59;2,594
25/05/2024 9.59;2,536
25/05/2024 10.59;1,88
25/05/2024 11.59;1,13
25/05/2024 12.59;0,402
25/05/2024 13.59;0,005
25/05/2024 14.59;0
25/05/2024 15.59;0,13
25/05/2024 16.59;1,438
25/05/2024 17.59;1,947
25/05/2024 18.59;2,233
25/05/2024 19.59;1,891
25/05/2024 20.59;1,333
25/05/2024 21.59;0,672
25/05/2024 22.59;0,479
25/05/2024 23.59;0,3
26/05/2024 0.59;0,203
26/05/2024 1.59;0,242
26/05/2024 2.59;0,246
26/05/2024 3.59;0,248
26/05/2024 4.59;0,28
26/05/2024 5.59;0,309
26/05/2024 6.59;0,381
26/05/2024 7.59;0,559
26/05/2024 8.59;0,878
26/05/2024 9.59;0,155
26/05/2024 10.59;0
26/05/2024 11.59;-0,009
26/05/2024 12.59;-0,212
26/05/2024 13.59;-0,605
26/05/2024 14.59;-0,51
26/05/2024 15.59;-0,279
26/05/2024 16.59;0,146
26/05/2024 17.59;1,12
26/05/2024 18.59;1,5
26/05/2024 19.59;1,561
26/05/2024 20.59;0,95
26/05/2024 21.59;0,569
26/05/2024 22.59;0,348
26/05/2024 23.59;0,113
27/05/2024 0.59;-0,173
27/05/2024 1.59;-0,173
27/05/2024 2.59;-0,179
27/05/2024 3.59;-0,156
27/05/2024 4.59;-0,015
27/05/2024 5.59;0,05
27/05/2024 6.59;0,36
27/05/2024 7.59;0,956
27/05/2024 8.59;1,477
27/05/2024 9.59;0,968
27/05/2024 10.59;0,525
27/05/2024 11.59;0,337
27/05/2024 12.59;0,212
27/05/2024 13.59;0,181
27/05/2024 14.59;0,186
27/05/2024 15.59;0,224
27/05/2024 16.59;0,291
27/05/2024 17.59;0,44
27/05/2024 18.59;0,518
27/05/2024 19.59;0,528
27/05/2024 20.59;0,459
27/05/2024 21.59;0,345
27/05/2024 22.59;0,171
27/05/2024 23.59;-0,001
28/05/2024 0.59;-0,103
28/05/2024 1.59;-0,173
28/05/2024 2.59;-0,2
28/05/2024 3.59;-0,201
28/05/2024 4.59;-0,1
28/05/2024 5.59;0,104
28/05/2024 6.59;0,481
28/05/2024 7.59;1,579
28/05/2024 8.59;1,936
28/05/2024 9.59;1,741
28/05/2024 10.59;1,014
28/05/2024 11.59;0,596
28/05/2024 12.59;0,471
28/05/2024 13.59;0,348
28/05/2024 14.59;0,275
28/05/2024 15.59;0,281
28/05/2024 16.59;0,361
28/05/2024 17.59;0,601
28/05/2024 18.59;0,935
28/05/2024 19.59;1,55
28/05/2024 20.59;1,198
28/05/2024 21.59;0,977
28/05/2024 22.59;0,559
28/05/2024 23.59;0,281
29/05/2024 0.59;0,114
29/05/2024 1.59;0,098
29/05/2024 2.59;0,105
29/05/2024 3.59;0,144
29/05/2024 4.59;0,244
29/05/2024 5.59;0,373
29/05/2024 6.59;2,233
29/05/2024 7.59;7,686
29/05/2024 8.59;11,384
29/05/2024 9.59;10,948
29/05/2024 10.59;8,427
29/05/2024 11.59;7,714
29/05/2024 12.59;7,322
29/05/2024 13.59;7,712
29/05/2024 14.59;5,209
29/05/2024 15.59;24,8
29/05/2024 16.59;30,99
29/05/2024 17.59;6,56
29/05/2024 18.59;14,465
29/05/2024 19.59;10,405
29/05/2024 20.59;7,59
29/05/2024 21.59;4,602
29/05/2024 22.59;0,631
29/05/2024 23.59;0,383
30/05/2024 0.59;0,226
30/05/2024 1.59;0,134
30/05/2024 2.59;0,155
30/05/2024 3.59;0,224
30/05/2024 4.59;0,334
30/05/2024 5.59;0,646
30/05/2024 6.59;7,444
30/05/2024 7.59;17,608
30/05/2024 8.59;13,211
30/05/2024 9.59;17,607
30/05/2024 10.59;17,607
30/05/2024 11.59;12,4
30/05/2024 12.59;13,629
30/05/2024 13.59;17,501
30/05/2024 14.59;24,805
30/05/2024 15.59;17,934
30/05/2024 16.59;22,248
30/05/2024 17.59;24,226
30/05/2024 18.59;30,99
30/05/2024 19.59;21,459
30/05/2024 20.59;7,558
30/05/2024 21.59;5,291
30/05/2024 22.59;1,855
30/05/2024 23.59;0,748
31/05/2024 0.59;0,882
31/05/2024 1.59;0,849
31/05/2024 2.59;0,883
31/05/2024 3.59;0,892
31/05/2024 4.59;1,133
31/05/2024 5.59;1,678
31/05/2024 6.59;10,71
31/05/2024 7.59;15,245
31/05/2024 8.59;13,599
31/05/2024 9.59;12,546
31/05/2024 10.59;11,196
31/05/2024 11.59;10,23
31/05/2024 12.59;9,355
31/05/2024 13.59;8,57
31/05/2024 14.59;8,162
31/05/2024 15.59;8,354
31/05/2024 16.59;8,926
31/05/2024 17.59;10,003
31/05/2024 18.59;12,954
31/05/2024 19.59;12,208
31/05/2024 20.59;2,305
31/05/2024 21.59;2,259
31/05/2024 22.59;1,544
31/05/2024 23.59;0,956
01/06/2024 0.59;1,922
01/06/2024 1.59;1,874
01/06/2024 2.59;1,743
01/06/2024 3.59;1,629
01/06/2024 4.59;1,674
01/06/2024 5.59;1,729
01/06/2024 6.59;1,858
01/06/2024 7.59;2,165
01/06/2024 8.59;2,625
01/06/2024 9.59;2,783
01/06/2024 10.59;2,668
01/06/2024 11.59;2,567
01/06/2024 12.59;2,517
01/06/2024 13.59;2,365
01/06/2024 14.59;2,604
01/06/2024 15.59;2,645
01/06/2024 16.59;2,257
01/06/2024 17.59;4,474
01/06/2024 18.59;5,441
01/06/2024 19.59;4,961
01/06/2024 20.59;2,678
01/06/2024 21.59;3,323
01/06/2024 22.59;2,282
01/06/2024 23.59;1,427
02/06/2024 0.59;0,512
02/06/2024 1.59;0,324
02/06/2024 2.59;0,205
02/06/2024 3.59;0,123
02/06/2024 4.59;0,136
02/06/2024 5.59;0,263
02/06/2024 6.59;0,608
02/06/2024 7.59;0,51
02/06/2024 8.59;0,371
02/06/2024 9.59;0,977
02/06/2024 10.59;0,895
02/06/2024 11.59;1,477
02/06/2024 12.59;1,802
02/06/2024 13.59;2,372
02/06/2024 14.59;2,655
02/06/2024 15.59;2,055
02/06/2024 16.59;4,96
02/06/2024 17.59;4,96
02/06/2024 18.59;12,617
02/06/2024 19.59;13,675
02/06/2024 20.59;5,299
02/06/2024 21.59;10,231
02/06/2024 22.59;8,443
02/06/2024 23.59;1,731
03/06/2024 0.59;1,323
03/06/2024 1.59;1,171
03/06/2024 2.59;1,054
03/06/2024 3.59;0,97
03/06/2024 4.59;1,094
03/06/2024 5.59;1,197
03/06/2024 6.59;16,13
03/06/2024 7.59;31
03/06/2024 8.59;24,802
03/06/2024 9.59;23,565
03/06/2024 10.59;16,873
03/06/2024 11.59;15,247
03/06/2024 12.59;12,42
03/06/2024 13.59;9,925
03/06/2024 14.59;8,933
03/06/2024 15.59;8,937
03/06/2024 16.59;9,5
03/06/2024 17.59;13,585
03/06/2024 18.59;16,498
03/06/2024 19.59;22,614
03/06/2024 20.59;4,961
03/06/2024 21.59;1,881
03/06/2024 22.59;1,209
03/06/2024 23.59;0,547
04/06/2024 0.59;0,666
04/06/2024 1.59;0,228
04/06/2024 2.59;0,17
04/06/2024 3.59;0,237
04/06/2024 4.59;0,381
04/06/2024 5.59;1,796
04/06/2024 6.59;17,594
04/06/2024 7.59;21,493
04/06/2024 8.59;17,426
04/06/2024 9.59;13,749
04/06/2024 10.59;11,207
04/06/2024 11.59;9,841
04/06/2024 12.59;8,361
04/06/2024 13.59;6,871
04/06/2024 14.59;6,201
04/06/2024 15.59;10,666
04/06/2024 16.59;13,77
04/06/2024 17.59;15,928
04/06/2024 18.59;24,801
04/06/2024 19.59;31,005
04/06/2024 20.59;27,995
04/06/2024 21.59;24,801
04/06/2024 22.59;13,768
04/06/2024 23.59;3,441
05/06/2024 0.59;0,578
05/06/2024 1.59;0,346
05/06/2024 2.59;0,278
05/06/2024 3.59;0,196
05/06/2024 4.59;0,238
05/06/2024 5.59;0,565
05/06/2024 6.59;2,308
05/06/2024 7.59;18,213
05/06/2024 8.59;14,152
05/06/2024 9.59;6,82
05/06/2024 10.59;4,96
05/06/2024 11.59;2,928
05/06/2024 12.59;2,912
05/06/2024 13.59;1,585
05/06/2024 14.59;0,966
05/06/2024 15.59;0,655
05/06/2024 16.59;0,621
05/06/2024 17.59;0,662
05/06/2024 18.59;1,075
05/06/2024 19.59;1,401
05/06/2024 20.59;1,502
05/06/2024 21.59;1,539
05/06/2024 22.59;1,4
05/06/2024 23.59;0,913
06/06/2024 0.59;0,001
06/06/2024 1.59;0,275
06/06/2024 2.59;0,725
06/06/2024 3.59;0,976
06/06/2024 4.59;1,292
06/06/2024 5.59;1,61
06/06/2024 6.59;1,831
06/06/2024 7.59;5,958
06/06/2024 8.59;7,441
06/06/2024 9.59;5,581
06/06/2024 10.59;4,08
06/06/2024 11.59;1,839
06/06/2024 12.59;1,721
06/06/2024 13.59;1,569
06/06/2024 14.59;1,556
06/06/2024 15.59;1,623
06/06/2024 16.59;1,834
06/06/2024 17.59;2,108
06/06/2024 18.59;2,351
06/06/2024 19.59;2,816
06/06/2024 20.59;2,406
06/06/2024 21.59;2,329
06/06/2024 22.59;1,957
06/06/2024 23.59;1,544
07/06/2024 0.59;1,486
07/06/2024 1.59;1,424
07/06/2024 2.59;1,59
07/06/2024 3.59;1,824
07/06/2024 4.59;2,257
07/06/2024 5.59;2,711
07/06/2024 6.59;6,229
07/06/2024 7.59;14,762
07/06/2024 8.59;13,649
07/06/2024 9.59;10,701
07/06/2024 10.59;7,564
07/06/2024 11.59;10,6
07/06/2024 12.59;12,597
07/06/2024 13.59;11,847
07/06/2024 14.59;9,424
07/06/2024 15.59;9,921
07/06/2024 16.59;6,076
07/06/2024 17.59;10,015
07/06/2024 18.59;15,867
07/06/2024 19.59;23,566
07/06/2024 20.59;6,085
07/06/2024 21.59;5,673
07/06/2024 22.59;3,637
07/06/2024 23.59;2,868
08/06/2024 0.59;2,805
08/06/2024 1.59;2,699
08/06/2024 2.59;2,59
08/06/2024 3.59;2,553
08/06/2024 4.59;2,542
08/06/2024 5.59;2,582
08/06/2024 6.59;3,094
08/06/2024 7.59;3,512
08/06/2024 8.59;3,654
08/06/2024 9.59;1,872
08/06/2024 10.59;0,507
08/06/2024 11.59;0,507
08/06/2024 12.59;0,383
08/06/2024 13.59;0,449
08/06/2024 14.59;0,384
08/06/2024 15.59;0,619
08/06/2024 16.59;1,922
08/06/2024 17.59;3,653
08/06/2024 18.59;8,56
08/06/2024 19.59;7,441
08/06/2024 20.59;3,234
08/06/2024 21.59;6,555
08/06/2024 22.59;2,554
08/06/2024 23.59;2,248
09/06/2024 0.59;1,901
09/06/2024 1.59;1,606
09/06/2024 2.59;1,12
09/06/2024 3.59;0,619
09/06/2024 4.59;0,507
09/06/2024 5.59;0,232
09/06/2024 6.59;0,089
09/06/2024 7.59;0,097
09/06/2024 8.59;-0,013
09/06/2024 9.59;-0,201
09/06/2024 10.59;-0,5
09/06/2024 11.59;-0,655
09/06/2024 12.59;-0,245
09/06/2024 13.59;-0,3
09/06/2024 14.59;-0,516
09/06/2024 15.59;-0,658
09/06/2024 16.59;-0,499
09/06/2024 17.59;-0,059
09/06/2024 18.59;0,756
09/06/2024 19.59;1,614
09/06/2024 20.59;1,58
09/06/2024 21.59;2,164
09/06/2024 22.59;2,068
09/06/2024 23.59;1,962
10/06/2024 0.59;1,822
10/06/2024 1.59;1,588
10/06/2024 2.59;1,471
10/06/2024 3.59;1,362
10/06/2024 4.59;1,896
10/06/2024 5.59;3,432
10/06/2024 6.59;3,871
10/06/2024 7.59;9,97
10/06/2024 8.59;10,539
10/06/2024 9.59;8,681
10/06/2024 10.59;6,315
10/06/2024 11.59;7,89
10/06/2024 12.59;5,084
10/06/2024 13.59;3,972
10/06/2024 14.59;3,968
10/06/2024 15.59;3,947
10/06/2024 16.59;4,08
10/06/2024 17.59;4,073
10/06/2024 18.59;7,694
10/06/2024 19.59;7,317
10/06/2024 20.59;4,142
10/06/2024 21.59;4,019
10/06/2024 22.59;3,906
10/06/2024 23.59;3,399
11/06/2024 0.59;3,791
11/06/2024 1.59;3,719
11/06/2024 2.59;3,71
11/06/2024 3.59;3,711
11/06/2024 4.59;3,907
11/06/2024 5.59;4,65
11/06/2024 6.59;9,342
11/06/2024 7.59;12,708
11/06/2024 8.59;11,401
11/06/2024 9.59;8,465
11/06/2024 10.59;6,951
11/06/2024 11.59;5,952
11/06/2024 12.59;6,415
11/06/2024 13.59;6,386
11/06/2024 14.59;5,952
11/06/2024 15.59;5,209
11/06/2024 16.59;6,696
11/06/2024 17.59;4,708
11/06/2024 18.59;8,885
11/06/2024 19.59;14,152
11/06/2024 20.59;15,276
11/06/2024 21.59;14,811
11/06/2024 22.59;12,536
11/06/2024 23.59;6,093
12/06/2024 0.59;4,018
12/06/2024 1.59;3,943
12/06/2024 2.59;3,799
12/06/2024 3.59;3,835
12/06/2024 4.59;3,933
12/06/2024 5.59;4,465
12/06/2024 6.59;15,48
12/06/2024 7.59;17,985
12/06/2024 8.59;16,6
12/06/2024 9.59;13,144
12/06/2024 10.59;10,464
12/06/2024 11.59;7,698
12/06/2024 12.59;7,411
12/06/2024 13.59;6,305
12/06/2024 14.59;5,705
12/06/2024 15.59;6,199
12/06/2024 16.59;7,69
12/06/2024 17.59;13,319
12/06/2024 18.59;15,5
12/06/2024 19.59;17,362
12/06/2024 20.59;19,188
12/06/2024 21.59;18,982
12/06/2024 22.59;16,735
12/06/2024 23.59;5,108
13/06/2024 0.59;6,159
13/06/2024 1.59;5,778
13/06/2024 2.59;5,952
13/06/2024 3.59;5,675
13/06/2024 4.59;5,209
13/06/2024 5.59;12,725
13/06/2024 6.59;22,33
13/06/2024 7.59;37,153
13/06/2024 8.59;18,424
13/06/2024 9.59;11,293
13/06/2024 10.59;14,014
13/06/2024 11.59;12,271
13/06/2024 12.59;15,873
13/06/2024 13.59;15,872
13/06/2024 14.59;22,326
13/06/2024 15.59;14,017
13/06/2024 16.59;13,814
13/06/2024 17.59;17,379
13/06/2024 18.59;22,329
13/06/2024 19.59;33,107
13/06/2024 20.59;20,735
13/06/2024 21.59;20,207
13/06/2024 22.59;7,444
13/06/2024 23.59;5,013
14/06/2024 0.59;4,225
14/06/2024 1.59;4,161
14/06/2024 2.59;4,104
14/06/2024 3.59;4,082
14/06/2024 4.59;4,124
14/06/2024 5.59;4,432
14/06/2024 6.59;10,711
14/06/2024 7.59;17,359
14/06/2024 8.59;22,329
14/06/2024 9.59;20,081
14/06/2024 10.59;17,351
14/06/2024 11.59;12,4
14/06/2024 12.59;11,831
14/06/2024 13.59;12,399
14/06/2024 14.59;10,418
14/06/2024 15.59;10,42
14/06/2024 16.59;10,42
14/06/2024 17.59;10,746
14/06/2024 18.59;22,331
14/06/2024 19.59;18,073
14/06/2024 20.59;6,465
14/06/2024 21.59;5,952
14/06/2024 22.59;4,295
14/06/2024 23.59;3,848
15/06/2024 0.59;4,232
15/06/2024 1.59;4,066
15/06/2024 2.59;3,716
15/06/2024 3.59;3,579
15/06/2024 4.59;2,791
15/06/2024 5.59;1,245
15/06/2024 6.59;0,423
15/06/2024 7.59;0,693
15/06/2024 8.59;0,636
15/06/2024 9.59;0,619
15/06/2024 10.59;0,619
15/06/2024 11.59;0,619
15/06/2024 12.59;0,62
15/06/2024 13.59;0,619
15/06/2024 14.59;0,918
15/06/2024 15.59;1,743
15/06/2024 16.59;1,495
15/06/2024 17.59;3,72
15/06/2024 18.59;3,099
15/06/2024 19.59;4,22
15/06/2024 20.59;4,217
15/06/2024 21.59;4,118
15/06/2024 22.59;3,868
15/06/2024 23.59;3,436
16/06/2024 0.59;3,014
16/06/2024 1.59;1,285
16/06/2024 2.59;0,61
16/06/2024 3.59;0,362
16/06/2024 4.59;0,272
16/06/2024 5.59;0,314
16/06/2024 6.59;0,366
16/06/2024 7.59;0,086
16/06/2024 8.59;-0,002
16/06/2024 9.59;-0,08
16/06/2024 10.59;0
16/06/2024 11.59;-0,01
16/06/2024 12.59;-0,089
16/06/2024 13.59;-0,08
16/06/2024 14.59;-0,011
16/06/2024 15.59;0
16/06/2024 16.59;0,831
16/06/2024 17.59;3
16/06/2024 18.59;4,32
16/06/2024 19.59;4,693
16/06/2024 20.59;4,666
16/06/2024 21.59;4,599
16/06/2024 22.59;4,478
16/06/2024 23.59;4,124
17/06/2024 0.59;3,899
17/06/2024 1.59;2,326
17/06/2024 2.59;3,1
17/06/2024 3.59;3,942
17/06/2024 4.59;4,114
17/06/2024 5.59;4,34
17/06/2024 6.59;4,908
17/06/2024 7.59;8,934
17/06/2024 8.59;13,319
17/06/2024 9.59;10,254
17/06/2024 10.59;10,291
17/06/2024 11.59;10,291
17/06/2024 12.59;13,295
17/06/2024 13.59;10,292
17/06/2024 14.59;13,412
17/06/2024 15.59;7,729
17/06/2024 16.59;6,49
17/06/2024 17.59;9,932
17/06/2024 18.59;12,984
17/06/2024 19.59;16,736
17/06/2024 20.59;5,95
17/06/2024 21.59;5,086
17/06/2024 22.59;4,915
17/06/2024 23.59;4,553
18/06/2024 0.59;1,747
18/06/2024 1.59;4,346
18/06/2024 2.59;4,35
18/06/2024 3.59;4,355
18/06/2024 4.59;4,403
18/06/2024 5.59;4,796
18/06/2024 6.59;7,142
18/06/2024 7.59;15,701
18/06/2024 8.59;13,647
18/06/2024 9.59;9,347
18/06/2024 10.59;7,733
18/06/2024 11.59;6,758
18/06/2024 12.59;5,268
18/06/2024 13.59;4,939
18/06/2024 14.59;4,868
18/06/2024 15.59;4,774
18/06/2024 16.59;4,677
18/06/2024 17.59;4,838
18/06/2024 18.59;4,918
18/06/2024 19.59;4,917
18/06/2024 20.59;4,858
18/06/2024 21.59;4,618
18/06/2024 22.59;4,233
18/06/2024 23.59;3,778
19/06/2024 0.59;3,411
19/06/2024 1.59;2,31
19/06/2024 2.59;1,696
19/06/2024 3.59;1,689
19/06/2024 4.59;2,876
19/06/2024 5.59;3,238
19/06/2024 6.59;4,552
19/06/2024 7.59;13,46
19/06/2024 8.59;12,512
19/06/2024 9.59;3,566
19/06/2024 10.59;3,318
19/06/2024 11.59;3,272
19/06/2024 12.59;3,213
19/06/2024 13.59;3,15
19/06/2024 14.59;2,712
19/06/2024 15.59;2,35
19/06/2024 16.59;2,216
19/06/2024 17.59;2,385
19/06/2024 18.59;2,357
19/06/2024 19.59;2,231
19/06/2024 20.59;1,698
19/06/2024 21.59;0,284
19/06/2024 22.59;0
19/06/2024 23.59;-0,179
20/06/2024 0.59;-0,087
20/06/2024 1.59;-0,176
20/06/2024 2.59;-0,5
20/06/2024 3.59;-0,825
20/06/2024 4.59;-0,25
20/06/2024 5.59;-0,1
20/06/2024 6.59;0
20/06/2024 7.59;2,009
20/06/2024 8.59;2,856
20/06/2024 9.59;2,339
20/06/2024 10.59;1,848
20/06/2024 11.59;1,29
20/06/2024 12.59;0,001
20/06/2024 13.59;0
20/06/2024 14.59;-0,001
20/06/2024 15.59;-0,01
20/06/2024 16.59;-0,005
20/06/2024 17.59;0
20/06/2024 18.59;0,186
20/06/2024 19.59;0,373
20/06/2024 20.59;0,294
20/06/2024 21.59;0,25
20/06/2024 22.59;-0,003
20/06/2024 23.59;-0,243
21/06/2024 0.59;-0,2
21/06/2024 1.59;-0,243
21/06/2024 2.59;-0,501
21/06/2024 3.59;-0,658
21/06/2024 4.59;-0,251
21/06/2024 5.59;-0,207
21/06/2024 6.59;-0,172
21/06/2024 7.59;-0,037
21/06/2024 8.59;-0,011
21/06/2024 9.59;-0,011
21/06/2024 10.59;-0,068
21/06/2024 11.59;-0,089
21/06/2024 12.59;-0,17
21/06/2024 13.59;-0,175
21/06/2024 14.59;-0,15
21/06/2024 15.59;-0,1
21/06/2024 16.59;-0,01
21/06/2024 17.59;-0,001
21/06/2024 18.59;0,001
21/06/2024 19.59;0,5
21/06/2024 20.59;0,195
21/06/2024 21.59;0,162
21/06/2024 22.59;0,001
21/06/2024 23.59;0
22/06/2024 0.59;-0,001
22/06/2024 1.59;-0,004
22/06/2024 2.59;-0,006
22/06/2024 3.59;0,001
22/06/2024 4.59;0,451
22/06/2024 5.59;2,582
22/06/2024 6.59;3,972
22/06/2024 7.59;4,309
22/06/2024 8.59;4,413
22/06/2024 9.59;4,258
22/06/2024 10.59;1,593
22/06/2024 11.59;0,458
22/06/2024 12.59;0,337
22/06/2024 13.59;0,012
22/06/2024 14.59;0,027
22/06/2024 15.59;0,459
22/06/2024 16.59;1,456
22/06/2024 17.59;4,35
22/06/2024 18.59;4,537
22/06/2024 19.59;4,488
22/06/2024 20.59;4,417
22/06/2024 21.59;4,268
22/06/2024 22.59;2,413
22/06/2024 23.59;0,42
23/06/2024 0.59;0
23/06/2024 1.59;-0,001
23/06/2024 2.59;-0,002
23/06/2024 3.59;0
23/06/2024 4.59;0
23/06/2024 5.59;0,128
23/06/2024 6.59;2,233
23/06/2024 7.59;4,339
23/06/2024 8.59;3,152
23/06/2024 9.59;1,233
23/06/2024 10.59;0,505
23/06/2024 11.59;0,198
23/06/2024 12.59;0,146
23/06/2024 13.59;0,055
23/06/2024 14.59;0,011
23/06/2024 15.59;0,216
23/06/2024 16.59;0,619
23/06/2024 17.59;3,191
23/06/2024 18.59;4,567
23/06/2024 19.59;4,53
23/06/2024 20.59;4,271
23/06/2024 21.59;3,957
23/06/2024 22.59;3,613
23/06/2024 23.59;3,36
24/06/2024 0.59;3,043
24/06/2024 1.59;2,892
24/06/2024 2.59;2,752
24/06/2024 3.59;2,553
24/06/2024 4.59;2,752
24/06/2024 5.59;3,324
24/06/2024 6.59;3,962
24/06/2024 7.59;4,373
24/06/2024 8.59;4,502
24/06/2024 9.59;4,571
24/06/2024 10.59;4,563
24/06/2024 11.59;4,527
24/06/2024 12.59;3,944
24/06/2024 13.59;3,715
24/06/2024 14.59;3,835
24/06/2024 15.59;4,421
24/06/2024 16.59;4,427
24/06/2024 17.59;4,429
24/06/2024 18.59;4,496
24/06/2024 19.59;4,488
24/06/2024 20.59;4,48
24/06/2024 21.59;4,439
24/06/2024 22.59;4,339
24/06/2024 23.59;1,203
25/06/2024 0.59;3,575
25/06/2024 1.59;3,431
25/06/2024 2.59;3,372
25/06/2024 3.59;3,385
25/06/2024 4.59;3,493
25/06/2024 5.59;3,846
25/06/2024 6.59;4,261
25/06/2024 7.59;4,52
25/06/2024 8.59;4,621
25/06/2024 9.59;4,559
25/06/2024 10.59;4,248
25/06/2024 11.59;3,519
25/06/2024 12.59;3,236
25/06/2024 13.59;2,738
25/06/2024 14.59;2,823
25/06/2024 15.59;3,218
25/06/2024 16.59;4,087
25/06/2024 17.59;4,28
25/06/2024 18.59;4,392
25/06/2024 19.59;4,382
25/06/2024 20.59;4,344
25/06/2024 21.59;4,238
25/06/2024 22.59;4,085
25/06/2024 23.59;4,072
26/06/2024 0.59;-0,084
26/06/2024 1.59;-0,031
26/06/2024 2.59;-0,01
26/06/2024 3.59;0
26/06/2024 4.59;0,348
26/06/2024 5.59;3,012
26/06/2024 6.59;3,608
26/06/2024 7.59;4,216
26/06/2024 8.59;4,408
26/06/2024 9.59;4,357
26/06/2024 10.59;4,378
26/06/2024 11.59;4,166
26/06/2024 12.59;4,08
26/06/2024 13.59;4,047
26/06/2024 14.59;4,039
26/06/2024 15.59;4,049
26/06/2024 16.59;4,101
26/06/2024 17.59;4,174
26/06/2024 18.59;4,331
26/06/2024 19.59;4,335
26/06/2024 20.59;4,19
26/06/2024 21.59;4,179
26/06/2024 22.59;4,092
26/06/2024 23.59;3,913
27/06/2024 0.59;3,523
27/06/2024 1.59;3,355
27/06/2024 2.59;3,224
27/06/2024 3.59;3,09
27/06/2024 4.59;3,199
27/06/2024 5.59;3,293
27/06/2024 6.59;3,625
27/06/2024 7.59;4,081
27/06/2024 8.59;4,36
27/06/2024 9.59;4,314
27/06/2024 10.59;4,18
27/06/2024 11.59;3,653
27/06/2024 12.59;3,684
27/06/2024 13.59;3,589
27/06/2024 14.59;3,328
27/06/2024 15.59;3,099
27/06/2024 16.59;3,353
27/06/2024 17.59;3,625
27/06/2024 18.59;3,633
27/06/2024 19.59;3,481
27/06/2024 20.59;3,142
27/06/2024 21.59;2,768
27/06/2024 22.59;1,871
27/06/2024 23.59;0,435
28/06/2024 0.59;0,397
28/06/2024 1.59;0,377
28/06/2024 2.59;0
28/06/2024 3.59;0
28/06/2024 4.59;0,006
28/06/2024 5.59;0,549
28/06/2024 6.59;2,102
28/06/2024 7.59;3,473
28/06/2024 8.59;3,751
28/06/2024 9.59;3,621
28/06/2024 10.59;2,739
28/06/2024 11.59;0,544
28/06/2024 12.59;0,148
28/06/2024 13.59;-0,002
28/06/2024 14.59;-0,08
